review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
2451,1187,Otro programa incluido que es ridículo es el juego de ajedrez.,programa incluido negative,5-22,Another included program that is laughable is the chess game.,included program negative
385,1867,"Creo que parte del problema con esta computadora es Vista, pero sé que Vista no es todo el problema porque mi última compra fue mi Acer y también tiene Vista (debería haber esperado unos meses para obtener el próximo sistema operativo).",Vista negative <sep> Vista negative <sep> sistema operativo neutral <sep> Vista negative,52-57 <sep> 52-57 <sep> 217-234 <sep> 52-57,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista negative <sep> Vista negative <sep> operating system neutral <sep> Vista negative
2592,2875,La computadora portátil Toshiba que estoy usando es más fácil de usar que la mayoría de las que he probado.,usar positive,65-69,The Toshiba laptop I am using is easier to use than most I have tried.,use positive
833,3007,"el único problema es que tuve que agregar 1 GB de RAM, la computadora era algo lenta.",RAM negative,50-53,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM negative
1386,2157,Esta computadora es excepcionalmente delgada para su tamaño de pantalla y potencia de procesamiento.,tamaño de pantalla positive,53-71,This computer is exceptionally thin for it's screen size and processing power.,screen size positive <sep> processing power positive
2981,63,También tuve que reemplazar el teclado por mi cuenta.,teclado negative,31-38,I've also had to have the keyboard replaced at my expense.,keyboard negative
1072,170,La batería nunca ha funcionado bien.,batería negative,3-10,The battery has never worked well.,battery negative
689,2863,El precio y las características cubrieron con creces mis necesidades.,precio positive <sep> características positive,3-9 <sep> 16-31,The price and features more than met my needs.,price positive <sep> features positive
85,1541,El hecho de que pueda gastar más de $ 100 en solo una cámara web subraya el valor de esta máquina.,cámara web neutral <sep> valor positive,54-64 <sep> 76-81,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam neutral <sep> value positive
420,2022,Ni siquiera tiene el software para reproducir un DVD ahora.,software negative,21-29,It does not even have the software to play a dvd now.,software negative
2369,1129,"¿Mencioné todo al respecto, desde el tamaño hasta el peso y los gritos del teclado BULK?",peso negative <sep> teclado negative,53-57 <sep> 75-82,"Did I mention everything about it, from size to weight to keyboard screams BULK?",size negative <sep> weight negative <sep> keyboard negative
2570,2621,"Actualicé su RAM a 2GB, estoy muy contento con él.",RAM positive,13-16,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM positive
914,344,¡Ha estado en la tienda para obtener un nuevo disco duro 2 veces y para arreglar los botones de control táctil en el teclado!,botones de control táctil negative <sep> teclado negative,85-110 <sep> 117-124,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive negative <sep> touch control buttons negative <sep> keyboard negative
2436,830,"Literalmente, no hay forma de hacerlo cantar con Vista.",Vista negative,49-54,  There's literally no way to make it sing with Vista.,Vista negative
2950,2914,¡El precio y el propósito son increíbles!,Precio positive,4-10,Price and purpose is awesome!,Price positive
216,1471,"Y sin mencionar que después de usarlo durante unos meses más o menos, la batería retendrá cada vez menos la carga hasta que no pueda dejarla desenchufada durante más de 5 minutos sin que se agote.",batería negative,73-80,"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery negative
2566,1268,No podía seguir mi ritmo y finalmente se apagó el disco duro.,disco duro negative,50-60,Could not keep up with me and finally the hard drive went out.,hard drive negative
896,3011,"Gran sistema operativo, fabulosas mejoras a la línea existente que aumentan la velocidad del procesador y agregan el puerto Thunderbolt.",Velocidad del procesador positive,79-103,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS positive <sep> processor speed positive <sep> thunderbolt port positive
479,1757,"Excelente portátil por el precio, funciona bien con juegos de paquetes de acción.",precio positive,26-32,"Great Laptop for the price, works well with action pack games.",price positive <sep> action pack games neutral <sep> works positive
1126,107,Mi computadora portátil ahora no tiene batería.,batería negative,39-46,My laptop now has no battery.,battery negative
34,2587,Una sugerencia que tengo es que no se moleste en conseguir Microsoft Office para Mac esperando que funcione como lo sabía en una PC.,Microsoft office para mac negative,59-84,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",Microsoft office for the mac negative
399,2471,Basta decir que mi MacBook Pro me mantiene en marcha con su batería de larga duración y su increíble velocidad.,velocidad positive,101-110,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life positive <sep> speed positive
2373,1154,"Entonces, después de que Apple reemplazó el disco duro, disfruté otros 4 meses de mi nueva computadora, hasta que esta mañana se congeló, por completo.",disco duro neutral,44-54,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive neutral
1390,1190,"Tal vez esto esté relacionado con un virus, tal vez no, pero la computadora se ha bloqueado muchas veces y, en dos ocasiones, la pantalla simplemente se ha vuelto negra.",pantalla negative,129-137,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen negative
1648,18,"Si bien la mayoría de la gente dice que las PC tienen funcionalidad y valor y las Mac son bonitas a la vista, creo que hay algo que decir sobre la simplicidad de las Mac.",funcionalidad positive <sep> valor positive,54-67 <sep> 70-75,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality positive <sep> value positive <sep> simplicity positive <sep> look positive
2827,1858,"El touchpad es extremadamente sensible, que es el único inconveniente.",touchpad negative,3-11,"The touchpad is extremely sensitive, which is the only drawback.",touchpad negative
3017,506,Con notas diciendo que reemplazaron el disco duro.,disco duro neutral,39-49,With notes saying they replaced the hard drive.,hard drive neutral
946,2086,Mis ÚNICOS problemas son: 1) la resolución de la pantalla / video no aumentará a una resolución superior a 1024 x 60,resolución negative,32-42,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution negative <sep> resolution negative
654,2937,"Lo recomendaría solo por la velocidad de Internet, probablemente porque eso es lo único que realmente me importa.",velocidad de Internet positive,28-49,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed positive
397,2843,¡Lo estoy disfrutando y la calidad que proporciona es excelente!,calidad positive,27-34,I am enjoying it and the quality it provides is great!,quality positive
243,2091,"Un inconveniente, desearía que las teclas estuvieran retroiluminadas.",teclas negative,35-41,"One drawback, I wish the keys were backlit.",keys negative
371,3081,"Una vez que eliminé todo el software, la computadora portátil se carga en 15-20 segundos.",software negative,28-36,Once I removed all the software the laptop loads in 15-20 seconds.,software negative <sep> loads neutral
974,621,"-Llamada a la sede de nuevo, informan que el panel TFT está roto, debe ser reparado al final de la semana (semana 3).",Panel TFT negative,45-54,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel negative
2535,836,El puerto de alimentación de CA se afloja con el tiempo,Puerto de alimentación de CA negative,3-31,The AC power port becomes loose over time,AC power port negative
89,460,"Luego, después de aproximadamente 4 meses, el cargador dejó de funcionar, así que me vi obligado a salir y comprar nuevo hardware solo para mantener esta computadora en funcionamiento.",cargador negative <sep> hardware negative,46-54 <sep> 121-129,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger negative <sep> hardware negative
1399,1436,"Tengo Vista, por lo que no puedo instalar y desinstalar algunos programas.",Vista negative <sep> programas negative <sep> desinstalar negative,6-11 <sep> 64-73 <sep> 44-55,"I have Vista, so I am unable to install and uninstall  some programs.",Vista negative <sep> programs negative <sep> install negative <sep> uninstall negative
226,911,"no tengo quejas con su escritorio, y tal vez porque simplemente se coloca en su escritorio y no lo lleva consigo, lo que podría dañar el disco duro o la placa base.",disco duro neutral,137-147,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive neutral <sep> motherboard neutral
2831,1048,"-Bluetooth (2.1), lector de huellas dactilares, pantalla completa de 1920x1080 -Micrófono / cámara web integrados * -El modo de panel táctil doble es interesante y fácil de usar -5 puertos USB -Ejecuta alrededor de 38-41C en inactivo, hasta 65 (para mí) en ",Bluetooth neutral <sep> Lector de huellas dactilares neutral <sep> pantalla positive <sep> Micrófono positive <sep> Puertos USB neutral <sep> Cámara web positive <sep> usar positive,1-10 <sep> 18-46 <sep> 48-56 <sep> 80-89 <sep> 181-192 <sep> 92-102 <sep> 173-177,"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Bluetooth neutral <sep> Fingerprint Reader neutral <sep> screen positive <sep> Mic positive <sep> Dual touchpad mode positive <sep> USB ports neutral <sep> Webcam positive <sep> use positive <sep> Runs positive
12,917,"Una noche apagué la maldita cosa después de usarla, al día siguiente la enciendo, sin GUI, la pantalla está oscura, la luz de encendido está fija, la luz del disco duro está fija y no parpadea como suele hacerlo.",GUI negative <sep> pantalla negative <sep> luz de encendido neutral <sep> luz del disco duro negative,61-64 <sep> 94-102 <sep> 119-135 <sep> 150-168," One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",GUI negative <sep> screen negative <sep> power light neutral <sep> hard drive ligh negative
1853,1534,"Tuve otra Mac, pero se volvió lenta debido a un sistema operativo más antiguo.",sistema operativo negative,48-65,"I have had another Mac, but it got slow due to an older operating system.",operating system negative
728,1580,Una gran computadora para uso doméstico ligero y uso comercial.,uso doméstico positive,26-39,A great computer for light home use and business use.,home use positive <sep> business use positive
1083,2246,"Tiene muchos programas excelentes, como ILife, iPhoto y otros.",programas positive,13-22,"It has many great programs, such as ILife, iPhotos and others.",programs positive <sep> ILife positive <sep> iPhotos positive
1861,2890,¡AMA ESTA COMPUTADORA PORTÁTIL PRECIO MARAVILLOSO POR LO QUE OBTIENE!,PRECIO positive,31-37,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE positive
1775,2182,"Son, con mucho, los sistemas más fáciles para aprender sobre computadoras.",sistemas positive,20-28,They are by far the easiest systems to actually learn about computers with.,systems positive
751,1370,"Cuando compramos nuestro nuevo comouter HP en diciembre de 2008, queríamos Windows XP, pero nos dijeron que costaría $ 159 adicionales, por lo que optamos por Vista.",Vista neutral,159-164,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista neutral
2429,2935,La duración de la batería es probablemente de una hora en el mejor de los casos.,duración de la batería negative,3-25,The battery life is probably an hour at best.,battery life negative
2195,575,"Trabajo en la edición y postproducción de películas, por lo que necesito una computadora portátil que no solo tenga potencia, sino también memoria y velocidad.",memoria neutral <sep> velocidad neutral,139-146 <sep> 149-158,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power neutral <sep> memory neutral <sep> speed neutral
1259,2159,La duración de la batería también es relativamente buena.,duración de la batería positive,3-25,The battery life is also relatively good.,battery life positive
1754,1746,"Pantalla, teclado y mouse: si no te ves gastando el dinero extra para saltar a una Mac, la hermosa pantalla, el teclado sensible con retroiluminación de la isla y el divertido mouse multitáctil merecen el dinero extra para mí solo.",Pantalla neutral <sep> teclado neutral <sep> pantalla positive,0-8 <sep> 10-17 <sep> 0-8,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen neutral <sep> keyboard neutral <sep> screen positive <sep> island backlit keyboard positive <sep> multi-touch mouse positive <sep> mouse neutral
2021,440,"Me encanta su construcción sólida, su peso ligero y su excelente duración de batería (por ahora).",peso positive,38-42,"I love its solid build, light wt and excellent battery life (for now).",build positive <sep> wt positive <sep> battery life positive
1375,1430,"No soy un gran técnico informático, por lo que puedo entender algunos de los problemas internos, aunque tengo Trend Micro como programa antiviral.",programa antiviral neutral,127-145,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",trend micro neutral <sep> antiviral program neutral
2604,1070,"Además, emití un RMA de reemplazo para algunos píxeles muertos en la zona superior de la pantalla, lo cual es notorio para mí.",pantalla negative,89-97,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen negative
1470,2727,Intenté hacer que un disco de recuperación no pasara el primer disco de recuperación.,disco de recuperación negative <sep> disco de recuperación negative,21-42 <sep> 21-42,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk negative <sep> recovery disk negative
651,1696,"El tamaño es perfecto y no recomiendo nada más grande, excepto para cualquier persona que pueda exceder el espacio limitado que le brinda.",espacio negative,107-114,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size positive <sep> space negative
2895,719,"Es fácil de usar, su teclado se adapta fácilmente a manos grandes y su peso es fantástico.",teclado positive <sep> peso positive <sep> usar positive,21-28 <sep> 71-75 <sep> 12-16,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard positive <sep> weight positive <sep> use positive
674,832,"Mi opinión sobre Sony ha ido cayendo tan rápido como el mercado de valores, dado su horrible apoyo, pero esta máquina acaba de provocar otra caída.",apoyo negative,93-98,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support negative
2920,1845,a pesar de que tenía el recibo frente a mí que demostraba que todavía le quedaban 2 meses de garantía.,garantía negative,93-101,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty negative
462,1338,La marca está empañada en mi corazón.,marca negative,3-8,The brand is tarnished in my heart.,brand negative
1031,452,"(Había sido un usuario de Windows / Linux antes de esto) Me encanta el tamaño porque la pantalla es lo suficientemente grande para lo que la uso (Internet, obras de arte) y, sin embargo, es lo suficientemente pequeña como para ser razonablemente portátil.",Talla positive <sep> pantalla positive <sep> Linux neutral,91-96 <sep> 88-96 <sep> 36-41,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size positive <sep> screen positive <sep> Windows neutral <sep> Linux neutral
319,392,Encargué la máquina de forma personalizada a HP y NO pude entender al técnico debido a su acento.,técnico negative,70-77,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie negative
1856,3065,"Es bueno tener las computadoras portátiles de gama alta, pero esto se ajusta a mi presupuesto y a las funciones que necesito.",presupuesto positive,82-93,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features positive <sep> budget positive
1160,1420,"Luego, después de pagar para que lo examinaran, me dijeron que era el mismo problema citado en el sitio web, pero que tendría que pagar de todos modos ya que había pasado la garantía.",garantía negative,174-182, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty negative
709,3047,"(Cuidado, su personal podría enviarte de regreso haciéndote sentir que solo ellos saben qué es una computadora.",personal negative,13-21,"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff negative
2364,1747,Caídas: bordes afilados.,bordes negative,8-14,Downfalls: sharp edges.,edges negative
2174,1717,(La copia de seguridad del iBook también utiliza una conexión Firewire).,conexión firewire neutral,53-70,( The iBook backup also uses a firewire connection).,iBook backup neutral <sep> firewire connectio neutral
448,309,"Desde que tuve esta computadora, solo he usado el trackpad porque es muy agradable y fluido.",trackpad positive,50-58,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad positive
137,1186,"Y si escribe mucho, la edición es un problema, ya que no hay una tecla de eliminación directa.",edición negative,23-30,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key negative <sep> editing negative
2696,1926,"Nuevamente, en febrero, mi computadora falló por completo hasta el punto de que no podía cargar Windows, así que me comuniqué con Acer para que lo arreglara a través de mi Warrenty y me tomó alrededor de 3 días peleando por teléfono con los agentes y parecía que NINGUNO de ellos hablaba inglés.",agentes negative,241-248,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows neutral <sep> Warrenty neutral <sep> agents negative
2204,982,"Luego arreglé el conector de CC (dentro de la unidad), volví a cablear el conector de CC al lado EXTERIOR de la computadora portátil y reemplacé el bloque de alimentación.",bloque de alimentación neutral,148-170,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack neutral <sep> DC jack neutral <sep> power brick neutral
932,1283,"Sin embargo, mi novia se dio cuenta de que la bisagra del netbook está un poco floja (al abrir o cerrar la pantalla LCD).",bisagra negative <sep> LCD neutral,46-53 <sep> 116-119,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge negative <sep> LCD neutral
2277,1716,"Hubo algunas dificultades para realizar la migración, ya que el sistema de cable Firewire no se puede utilizar con el iBook.",sistema de cable firewire negative,64-89,There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system negative <sep> iBook neutral
2119,2203,Gracias Best Buy por armar mi computadora e instalar mi primer software. ¡Ustedes también fueron EXCELENTES!,software neutral,63-71,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software neutral
2358,909,"Aparentemente debajo de la pantalla hay 2 tornillos pequeños y cuando la pantalla se mueve hacia adelante y hacia atrás, se sueltan.",pantalla neutral <sep> pantalla neutral,27-35 <sep> 27-35,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen neutral <sep> screen neutral
2097,2279,¡La gran potencia y flexibilidad hacen que la MacBook Pro sea imprescindible para cualquier técnico!,flexibilidad positive,20-32,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power positive <sep> flexibility positive
1319,938,"Ahora, tan fácil como es de usar, y creo que es una gran computadora portátil STARTER.",usar positive,28-32,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use positive
2667,1647,Y el ram (lo que lo hace más rápido) viene con 2 gigas de alto rendimiento para manejar más cosas a la vez y navegar por la web mucho más rápido que antes.,RAM positive <sep> rendimiento positive <sep> navegar por la web positive,5-8 <sep> 63-74 <sep> 109-127,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram positive <sep> performance positive <sep> surf the web positive
2147,1467,"Para mí, las teclas comenzaban a atascarse y no escribían muy bien.",teclas negative,13-19,"For me, keys were starting to get stuck and wouldn't type very well.",keys negative
1090,302,Recomiendo esta computadora portátil a cualquiera que quiera un gran rendimiento de una computadora portátil y le gustaría relajarse y no enfurecerse maldiciendo a los dioses a punto de tirar su computadora portátil por la puerta.,rendimiento positive,69-80,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance positive
2703,2417,"Aunque la computadora es más grande, no agrandaron el teclado.",teclado negative,54-61,Even though the computer is larger they did not make the keyboard larger.,keyboard negative
2035,2725,"Sin embargo, la tarjeta de sonido es limitada.",Tarjeta de sonido negative,16-33,Sound card is limited though.,Sound card negative
1405,3077,"Para aquellos que se preocupan por el ruido, esto realmente no produce ninguno;",ruido positive,38-43,For those that care about noise this thing doesn't really make any;,noise positive
1207,1968,"Seguro que tiene las teclas de un toque, pero esa era la mejor característica de la computadora.",teclas de un toque positive,21-39,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys positive
2890,315,Recomendaría esta computadora portátil a cualquiera que busque una nueva computadora portátil que esté dispuesto a gastar un poco más de dinero para obtener una excelente calidad.,calidad positive,171-178,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality positive
958,391,"Pagué por memoria adicional y la pantalla de 17 pulgadas, así como por las grabadoras de DVD y CD de primera línea.",memoria neutral <sep> Pantalla de 17 pulgadas neutral <sep> DVD positive,10-17 <sep> 33-56 <sep> 89-92,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory neutral <sep> 17-inch screen neutral <sep> DVD positive <sep> CD burners positive
523,2649,"El procesador grita, y debido a la forma única en que funciona Apple OSX 16, la mayoría de los gráficos se enrutan a través del hardware en lugar del software.",procesador positive <sep> OSX 16 positive <sep> gráficos positive <sep> hardware neutral <sep> software neutral,3-13 <sep> 69-75 <sep> 95-103 <sep> 128-136 <sep> 150-158,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",processor positive <sep> OSX 16 positive <sep> graphics positive <sep> hardware neutral <sep> software neutral
2991,2140,"Todos los asociados de Apple siempre están dispuestos a ayudarlo con cualquier cosa, sin importar cuándo compró la computadora y cuántos años pasaron.",asociados de Apple positive,10-28,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates positive
2788,2097,"Para mí tuve suerte y una tienda local los estaba vendiendo por $ 2000 de descuento y Best Buy igualó su precio, así que pude comprar uno por menos de $ 1000.",precio positive,105-111,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price positive
951,851,"Muchos me dijeron que era una gran computadora, pero obtuvimos una de estas, y funcionó muy bien durante un año, y tan pronto como terminó la garantía, se puso realmente mal.",garantía negative,142-150,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty negative
1938,113,"De hecho, de alguna manera (y nunca lo abrí) algunas motas de polvo o algo entraron en la pantalla y ahora están ahí permanentemente, detrás del frente de la pantalla, en el camino de la pantalla.",pantalla negative <sep> pantalla negative,90-98 <sep> 90-98,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen negative <sep> screen negative <sep> display negative
2075,1228,La computadora se encuentra actualmente en West Verginia según el método de envío elegido por Toshiba.,Envío negative,76-81,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping negative
823,2500,Me enseñaron a usar Photoshop y me sorprendió.,Photoshop positive,20-29,I was taught to use Photoshop and was amazed.,Photoshop positive
1739,1179,"Primero, descubrirá que el programa de procesamiento de textos conocido como Appleworks rara vez se traduce perfectamente en la computadora de otra persona, si es que lo hace.",Appleworks negative <sep> programa de procesamiento de textos negative,77-87 <sep> 27-62,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks negative <sep> word processing program negative
80,2462,Es tan rápido con un programa abierto como con dieciséis abiertos.,programa neutral,21-29,It's just as fast with one program open as it is with sixteen open.,program neutral
614,2128,Me gustó el cuerpo de aluminio.,cuerpo de aluminio positive,12-30,I liked the aluminum body.,aluminum body positive
2951,2318,Zoom maravilloso.,zoom positive,0-4,Wonderful zooming.,zooming positive
250,526,Atrapó un virus que acabó con mi disco duro en cuestión de horas.,disco duro negative,33-43,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive negative
2541,2952,"No hay números de clave dorados en programas, debe usar los números de serie que no acepta y luego las cosas están limitadas en cuanto a funcionar porque solo son buenas por un corto tiempo.",programas negative,35-44,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs negative
1828,1810,"En el momento en que lo enciendes, todo está bien, una interfaz de usuario muy fácil.",interfaz de usuario positive,55-74,"The minute you fire it up it's all good, very easy user interface.",user interface positive
88,2050,"El sistema con el que viene no funciona correctamente, por lo que al intentar solucionar los problemas comenzó a no funcionar en absoluto.",sistema negative,3-10,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system negative
434,128,"Este es mi segundo y el mismo problema, la mala tarjeta de video no es confiable en general, esta será la segunda vez que devuelvo esta computadora portátil a la mejor compra.",tarjeta de video negative,48-64,"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card negative
2615,2792,"Lo único que no entiendo es que la resolución de la pantalla no es lo suficientemente alta para algunas páginas, como Yahoo! Mail.",resolución de la pantalla negative,35-60,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen negative
1234,2707,Quisiera características más modernas y de alta tecnología.,características negative,9-24,"Would like more trendy, high tech features.",features negative
555,151,El teclado es de primera categoría.,teclado positive,3-10,The keyboard is top notch.,keyboard positive
1842,1391,la alfombrilla del mouse y los botones son los peores que he visto.,botones negative,31-38,the mouse pad and buttons are the worst i've ever seen.,mouse pad negative <sep> buttons negative
2523,1163,"Después de numerosas llamadas al soporte técnico de Applecare, se me indicó que enviara mi computadora;",Soporte técnico de Applecare negative,33-61,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support negative
2599,2393,"Me encanta el tamaño, el teclado, las funciones.",teclado positive <sep> funciones positive,25-32 <sep> 38-47,"I love the size, keyboard, the functions.",size positive <sep> keyboard positive <sep> functions positive
789,2993,Tiene buena velocidad y mucho espacio en el disco duro.,velocidad positive,12-21,It has good speed and plenty of hard drive space.,speed positive <sep> hard drive space positive
2945,2332,"Es un touchpad REAL, no el juguete que vi en otras marcas.",touchpad positive,6-14,"It is a REAL touchpad, not the toy I saw in other brands.",touchpad positive
762,842,"Todavía estoy dentro de la garantía de un año, pero el ""depósito"" de reparación ha considerado que esta vez fue causado por abuso físico y no está cubierto.",garantía negative,27-35,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","warranty negative <sep> repair ""depot"" negative"
995,2469,Esta MacBook es un producto excepcional con un gran valor.,valor positive,52-57,This MacBook is an outstanding product with great value.,value positive
1471,2791,"Casi todo está bien con esta máquina: velocidad, capacidad, construcción.",velocidad positive <sep> capacidad positive,38-47 <sep> 49-58,"Most everything is fine with this machine: speed, capacity, build.",speed positive <sep> capacity positive <sep> build positive
1212,1983,"Al principio, la computadora parecía un gran negocio, aparentemente especificaciones de alta gama a un precio bajo y bajo.",especificaciones positive <sep> precio positive,68-84 <sep> 103-109,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs positive <sep> price positive
998,1088,UN SEGUNDO PROBLEMA IMPLICA LA BATERÍA QUE SE PUBLICA QUE TIENE UNA DURACIÓN DE ALMACENAMIENTO DE 11 HORAS PERO CUANDO ESTÁ COMPLETAMENTE CARGADA MUESTRA SÓLO 7 HORAS DE SERVICIO.,BATERÍA negative <sep> SERVICIO negative,31-38 <sep> 170-178,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY negative <sep> SERVICE negative
2876,2808,Los cables que salen por la derecha para la alimentación más los cables que salen al frente para los auriculares / micrófono más la conexión de red a la izquierda crean una configuración muy desordenada con cables que van en todas las direcciones.,auriculares negative <sep> micrófono negative <sep> conexión de red negative <sep> configuración negative,101-112 <sep> 115-124 <sep> 132-147 <sep> 173-186,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords negative <sep> power negative <sep> headphones negative <sep> mic negative <sep> network connection negative <sep> setup negative <sep> cords negative <sep> cords negative
1547,2338,Lo llevo a todas partes porque es muy fácil de llevar.,llevar positive,47-53,I take it everywhere with me because it's so easy to carry.,carry positive
1973,1648,"Y la pantalla de esta cosa es absolutamente increíble para videos, películas y juegos de alta calidad.",pantalla positive,5-13,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen positive <sep> gaming positive
129,2381,"Todavía estoy probando la duración de la batería como pensé que sería mejor, pero estoy muy contento con la actualización.",duración de la batería negative,26-48,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life negative
